type,unit,creationDate,startDate,endDate,value
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-14 13:46:27 -0500,2016-05-14 13:28:24 -0500,2016-05-14 13:29:10 -0500,0.0236991
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-14 14:39:00 -0500,2016-05-14 13:59:15 -0500,2016-05-14 14:01:03 -0500,0.061174
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-14 14:39:00 -0500,2016-05-14 14:21:41 -0500,2016-05-14 14:27:35 -0500,0.0412031
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-14 16:36:58 -0500,2016-05-14 16:04:43 -0500,2016-05-14 16:09:43 -0500,0.134334
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-14 16:36:58 -0500,2016-05-14 16:09:43 -0500,2016-05-14 16:15:20 -0500,0.0871722
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-14 16:36:58 -0500,2016-05-14 16:15:20 -0500,2016-05-14 16:18:51 -0500,0.108759
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-14 17:36:58 -0500,2016-05-14 16:36:01 -0500,2016-05-14 16:37:49 -0500,0.0600182
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-14 17:36:58 -0500,2016-05-14 17:27:20 -0500,2016-05-14 17:30:58 -0500,0.0811449
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-14 17:36:58 -0500,2016-05-14 17:30:58 -0500,2016-05-14 17:35:14 -0500,0.00386493
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-14 18:37:34 -0500,2016-05-14 17:44:48 -0500,2016-05-14 17:46:05 -0500,0.063094
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-14 19:36:58 -0500,2016-05-14 19:12:12 -0500,2016-05-14 19:14:54 -0500,0.0178706
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 00:39:04 -0500,2016-05-15 00:21:48 -0500,2016-05-15 00:26:52 -0500,0.0132663
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 00:39:04 -0500,2016-05-15 00:26:52 -0500,2016-05-15 00:30:43 -0500,0.00836987
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 12:36:58 -0500,2016-05-15 12:26:47 -0500,2016-05-15 12:28:42 -0500,0.0459504
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 13:36:58 -0500,2016-05-15 12:45:21 -0500,2016-05-15 12:50:56 -0500,0.0552958
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 13:36:58 -0500,2016-05-15 12:50:56 -0500,2016-05-15 12:56:19 -0500,0.035704
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 13:36:58 -0500,2016-05-15 12:56:19 -0500,2016-05-15 13:01:27 -0500,0.00873648
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 13:36:58 -0500,2016-05-15 13:01:27 -0500,2016-05-15 13:06:24 -0500,0.0219406
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 13:36:58 -0500,2016-05-15 13:06:24 -0500,2016-05-15 13:11:40 -0500,0.011893
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 13:36:58 -0500,2016-05-15 13:11:40 -0500,2016-05-15 13:14:14 -0500,0.0232455
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 13:36:58 -0500,2016-05-15 13:14:14 -0500,2016-05-15 13:19:12 -0500,0.00314414
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 14:36:58 -0500,2016-05-15 13:32:26 -0500,2016-05-15 13:34:50 -0500,0.0374873
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 14:36:58 -0500,2016-05-15 13:40:27 -0500,2016-05-15 13:45:29 -0500,0.0555568
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 14:36:58 -0500,2016-05-15 13:45:29 -0500,2016-05-15 13:50:13 -0500,0.125679
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 14:36:58 -0500,2016-05-15 13:50:13 -0500,2016-05-15 13:55:41 -0500,0.00471621
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 14:36:58 -0500,2016-05-15 13:55:41 -0500,2016-05-15 14:00:43 -0500,0.204145
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 14:36:58 -0500,2016-05-15 14:00:43 -0500,2016-05-15 14:05:46 -0500,0.106789
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 14:36:58 -0500,2016-05-15 14:05:46 -0500,2016-05-15 14:07:26 -0500,0.0587941
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 14:36:58 -0500,2016-05-15 14:24:48 -0500,2016-05-15 14:29:50 -0500,0.112537
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 14:36:58 -0500,2016-05-15 14:29:50 -0500,2016-05-15 14:35:30 -0500,0.0974745
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 15:47:14 -0500,2016-05-15 14:35:30 -0500,2016-05-15 14:38:08 -0500,0.0742104
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 15:47:14 -0500,2016-05-15 14:54:51 -0500,2016-05-15 14:56:44 -0500,0.0363502
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 20:36:58 -0500,2016-05-15 19:40:01 -0500,2016-05-15 19:40:01 -0500,0.00512631
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 20:36:58 -0500,2016-05-15 19:58:17 -0500,2016-05-15 20:02:59 -0500,0.0526177
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 21:43:24 -0500,2016-05-15 20:55:11 -0500,2016-05-15 20:55:50 -0500,0.0118495
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 21:43:24 -0500,2016-05-15 21:24:26 -0500,2016-05-15 21:25:38 -0500,0.0105322
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 21:43:24 -0500,2016-05-15 21:25:38 -0500,2016-05-15 21:26:57 -0500,0.033554
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 21:43:24 -0500,2016-05-15 21:26:57 -0500,2016-05-15 21:28:37 -0500,0.016516
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 21:43:24 -0500,2016-05-15 21:28:37 -0500,2016-05-15 21:29:38 -0500,0.0185479
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 21:43:24 -0500,2016-05-15 21:29:38 -0500,2016-05-15 21:30:40 -0500,0.0405631
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 21:43:24 -0500,2016-05-15 21:30:40 -0500,2016-05-15 21:31:41 -0500,0.0411596
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 21:43:24 -0500,2016-05-15 21:31:41 -0500,2016-05-15 21:32:43 -0500,0.0327338
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 21:43:24 -0500,2016-05-15 21:32:43 -0500,2016-05-15 21:33:45 -0500,0.0363316
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 21:43:24 -0500,2016-05-15 21:33:45 -0500,2016-05-15 21:34:47 -0500,0.0884895
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 21:43:24 -0500,2016-05-15 21:34:47 -0500,2016-05-15 21:35:48 -0500,0.0655919
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 21:43:24 -0500,2016-05-15 21:35:48 -0500,2016-05-15 21:36:50 -0500,0.0534503
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 21:43:24 -0500,2016-05-15 21:36:50 -0500,2016-05-15 21:37:52 -0500,0.0458883
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-15 21:43:24 -0500,2016-05-15 21:37:52 -0500,2016-05-15 21:42:35 -0500,0.00182683
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 06:59:14 -0500,2016-05-15 21:42:35 -0500,2016-05-15 21:43:24 -0500,0.0204866
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 07:18:55 -0500,2016-05-16 07:21:01 -0500,0.0558861
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 07:33:44 -0500,2016-05-16 07:38:45 -0500,0.0428684
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 07:38:45 -0500,2016-05-16 07:39:08 -0500,0.00856871
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 07:48:05 -0500,2016-05-16 07:49:17 -0500,0.0365739
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 08:12:29 -0500,2016-05-16 08:15:06 -0500,0.0216796
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 09:16:40 -0500,2016-05-16 09:20:09 -0500,0.0415387
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 09:32:08 -0500,2016-05-16 09:35:52 -0500,0.0719113
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 09:35:52 -0500,2016-05-16 09:41:04 -0500,0.0269675
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 09:51:42 -0500,2016-05-16 09:56:59 -0500,0.0242335
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 11:29:54 -0500,2016-05-16 11:30:01 -0500,0.00709606
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 11:54:10 -0500,2016-05-16 11:58:30 -0500,0.0511016
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 12:03:54 -0500,2016-05-16 12:04:09 -0500,0.0121105
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 12:10:04 -0500,2016-05-16 12:12:50 -0500,0.0820769
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 12:48:33 -0500,2016-05-16 12:49:32 -0500,0.0365863
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 13:04:57 -0500,2016-05-16 13:06:26 -0500,0.0406812
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 13:14:02 -0500,2016-05-16 13:16:21 -0500,0.0279182
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 13:21:26 -0500,2016-05-16 13:26:24 -0500,0.0534938
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 13:51:18 -0500,2016-05-16 13:56:19 -0500,0.131432
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 13:56:19 -0500,2016-05-16 14:00:35 -0500,0.0406936
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 14:00:35 -0500,2016-05-16 14:05:38 -0500,0.0192066
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 14:05:38 -0500,2016-05-16 14:10:39 -0500,0.112704
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 14:10:39 -0500,2016-05-16 14:13:44 -0500,0.0529346
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 14:21:23 -0500,2016-05-16 14:27:10 -0500,0.0685683
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 14:27:10 -0500,2016-05-16 14:29:08 -0500,0.0151552
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 14:34:53 -0500,2016-05-16 14:37:40 -0500,0.0258055
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 15:04:25 -0500,2016-05-16 15:10:13 -0500,0.0270483
HKQuantityTypeIdentifierDistanceWalkingRunning,mi,2016-05-16 18:49:49 -0500,2016-05-16 15:10:13 -0500,2016-05-16 15:13:05 -0500,0.0686988
